,Company Name,Location.1,JOB,Python,SQL,R language,Linux,Cloud,Revenue,No of employee,Tablue,Clusters
503,Nissan,Thiruvananthapuram,Data Scientist,0,0,0,0,Both or Didnt Specift,0.0005,20,0,4
506,Innefu Labs Pvt. Ltd.,Delhi,Data Scientist,0,1,0,0,Both or Didnt Specift,0.003,23,0,4
507,MobiKwik,Gurgaon,Data Scientist,1,0,1,0,Both or Didnt Specift,0.0005,20,0,4
508,Spiceworks,Temporarily Remote in Bengaluru,Data Scientist,1,0,0,1,Both or Didnt Specift,0.05,500,0,4
509,EVC Ventures,Gurgaon,Data Scientist,0,1,0,0,Both or Didnt Specift,0.062,293,0,4
510,Institutional Shareholder Services,Mumbai,Data Scientist,0,0,0,1,Both or Didnt Specift,0.0005,20,0,4
512,West Pharmaceutical Services,Bengaluru,Data Scientist,0,1,0,1,Both or Didnt Specift,2,9200,0,4
513,The Neotia University,West Bengal,Data Scientist,0,1,0,0,Both or Didnt Specift,0.0005,94,0,4
515,Wavemaker,Mumbai,Data Scientist,1,0,0,0,Both or Didnt Specift,2,7200,0,4
516,Henkel,Navi Mumbai,Data Scientist,0,1,0,0,Both or Didnt Specift,0.0005,20,0,4
518,Travel Centric Technology,Bengaluru,Data Scientist,0,1,0,0,Both or Didnt Specift,0.0005,20,0,4
522,CareerXperts,India,ML Engineer,0,0,0,0,AWS,0.0035,23,0,4
523,Ameriprise Financial,Noida,Data Scientist,1,0,0,0,Both or Didnt Specift,0.0005,20,0,4
525,Pivotchain Solution Technologies,Pune,Data Scientist,0,0,0,0,Both or Didnt Specift,0.0025,24,0,4
527,TomTom,Remote in Pune,Data Scientist,0,0,1,0,Both or Didnt Specift,0.759,4500,0,4
528,Aspire HR Solutions,Thiruvananthapuram,Data Scientist,1,0,0,0,Both or Didnt Specift,0.015,90,0,4
529,Onward Group,Bengaluru,Data Engineer,1,1,0,0,AWS,0.03,2700,1,4
530,Information Services Group,Bengaluru,Data Scientist,0,1,0,1,Both or Didnt Specift,0.265,1287,0,4
531,DeepQuanty Artificial Intelligence Labs,Chennai,Data Scientist,1,0,0,0,Both or Didnt Specift,0.003,21,0,4
533,Oportun Inc,Chennai,Data Scientist,0,0,0,0,Both or Didnt Specift,0.583,"1,474",0,4
535,GO-JEK,Bengaluru,Data Scientist,0,0,1,1,Both or Didnt Specift,0.086,563,0,4
536,Toluna,Gurgaon,Data Scientist,1,1,0,0,Both or Didnt Specift,0.0005,20,0,4
539,iGloble Solutions,Pune,Data Scientist,1,0,0,1,Both or Didnt Specift,0.004,22,0,4
542,Kovai.co,Coimbatore,Data Scientist,1,0,1,0,Both or Didnt Specift,0.001,147,0,4
545,Country Veggie,Agra,Data Scientist,0,1,1,0,Both or Didnt Specift,0.0005,20,0,4
547,Claim Genius Making touchless claims a reality,Hyderabad,Data Scientist,0,0,0,0,Both or Didnt Specift,0.0005,20,0,4
548,ADCI - Karnataka,Bengaluru,"newApplied Scientist II, Amazon Go",1,0,0,1,AWS,0.0005,20,0,4
549,Innominds Software,Hyderabad,Data Scientist,1,1,0,0,Both or Didnt Specift,0.005,50,0,4
550,StatusNeo Technology Consulting,Gurgaon,Data Scientist,0,0,0,1,Azure,0.0005,20,0,4
552,GO-JEK,Bengaluru,Decision Scientist - Driver Ops,0,0,0,0,AWS,0.086,563,0,4
553,Krea University,Chittoor,Data Scientist,1,0,0,0,Azure,0.018,140,0,4
554,LatentBridge,New Delhi,ML Engineer,0,1,0,0,AWS,0.0005,25,0,4
555,Logitech,Chennai,Data Scientist,1,1,0,0,Azure,5.252,9000,0,4
557,BDB,Bengaluru,Data Scientist,0,0,1,0,Azure,0.0086,80,0,4
559,dunnhumby,Gurgaon,Data Scientist,0,0,0,0,Azure,0.444,3124,0,4
560,GLOINNT,Bengaluru,Data Scientist,0,0,0,0,Azure,0.0226,70,0,4
561,Wise Monk,Remote,Data Scientist,0,0,0,0,Azure,0.06,40,0,4
562,Techvantage Systems,Thiruvananthapuram,Data Scientist,1,0,0,0,Azure,0.015,35,0,4
563,ZS,Gurgaon,Data Scientist,1,0,0,0,Azure,2,10000,0,4
564,Bid Ocean,India,ML Engineer,0,1,0,0,AWS,0.05,20,0,4
565,Rockwell Automation,Gurgaon,Data Scientist,0,0,0,1,Azure,0.0005,20,0,4
568,Truedge Software Solutions,Hyderabad,"Technology head Data science, data analytics background",0,0,0,1,AWS,0.5,300,0,4
570,Grid Logic Software Private Limited,Hyderabad,Data Scientist,0,0,0,0,Azure,0.0045,25,0,4
572,PharmaACE,Pune,Consultant,1,0,0,0,AWS,0.071,325,0,4
573,Joveo,Hyderabad,Data Scientist,0,0,0,0,Azure,0.020,100,0,4
574,Cybage,Remote,ML Engineer,0,0,0,0,AWS,1,6300,0,4
575,ZS,Gurgaon,Data Scientist,0,0,0,0,Azure,2,10000,0,4
576,iSOCRATES,Mysore,Data Scientist,1,1,0,1,Azure,0.013,52,0,4
577,Affine,Hyderabad,Data Scientist,1,0,0,1,Azure,0.0005,20,0,4
581,Baker Hughes,Bengaluru,ML Engineer,0,1,0,0,AWS,0.0005,20,0,4
582,Harman International,Bengaluru,Analytics,1,0,0,1,Azure,0.0005,20,1,4
583,Walmart Global Tech India,Bengaluru,Data Scientist,1,1,1,0,Azure,40.65,"10,000",0,4
584,Salesforce,Hyderabad,Data Scientist,0,0,1,0,Azure,0.0005,20,0,4
585,Credit Saison,Bengaluru,Lead data scientist,0,0,0,1,Both or Didnt Specift,0.414,3575,0,4
586,ADCI - Karnataka,Bengaluru,Data Scientist,0,0,0,0,Azure,0.0005,20,0,4
588,Upstox,Mumbai,Data Scientist,0,0,1,0,Azure,0.4568,2285,0,4
589,RedLotus,Mumbai,Data Scientist,0,0,0,0,Azure,0.0039,21,0,4
591,Entytle,Pune,Data Scientist,1,0,1,0,Azure,0.0005,20,0,4
592,"Ryan, LLC",Hyderabad,Data Engineer,0,0,0,1,Azure,0.446,3000,1,4
593,Radware,Bengaluru,Data Scientist,1,0,0,0,Azure,0.25,1122,0,4
594,GO-JEK,Bengaluru,Head of Data - Risk,1,0,0,0,Azure,0.086,563,0,4
595,Aspire HR Solutions,Thiruvananthapuram,Data Scientist,1,0,0,0,Azure,0.015,90,0,4
596,Shivark, Punjab,Big Data Developers,0,1,0,0,Azure,0.0005,20,0,4
597,VMock Inc,Gurgaon,Data Scientist,0,0,0,1,Azure,0.0005,20,0,4
600,BDB,Bengaluru,Data Scientist,0,1,0,1,AWS,0.0086,80,0,4
602,Adobe,Noida,Data Engineer,0,1,0,1,AWS,12.86,11847,1,4
603,Samyak Infotech,Ahmedabad,ML Engineer,0,1,0,0,Azure,0.022,118,0,4
604,Zauba Corp,Bengaluru,Data Scientist,0,1,0,0,AWS,0.0005,20,0,4
605,Blue Yonder,Bengaluru,Consultant,1,1,1,0,AWS,0.0005,20,0,4
606,Sony India Software Centre Pvt Ltd,Bengaluru,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
607,Technovatrix,India,Analytics,1,0,0,1,Both or Didnt Specift,0.0005,20,1,4
609,Bolt,Bengaluru,ML Engineer,0,0,1,0,Azure,0.221,3818,0,4
610,Acuity Knowledge Partners,Bengaluru,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
611,Aligned Automation,Pune,ML Engineer,0,0,0,0,Azure,0.024,125,0,4
612,Linkites,Indore,ML Engineer,0,0,0,0,Azure,0.02,108,0,4
613,2basetechnologies,Kochi,Data Scientist,0,0,0,0,AWS,0.012,69,0,4
615,Fundnel Pte Ltd,Mumbai,Data Scientist,1,1,1,1,AWS,0.0005,20,0,4
616,ZS,Bengaluru,Consultant,1,0,0,0,Azure,2,10000,0,4
617,ADCI PNQ 13 SEZ,Pune,newBusiness Intelligence Engineer,1,0,0,0,Azure,0.0005,20,0,4
618,PhonePe,Bengaluru,Data Scientist,1,0,0,0,AWS,6.9,2500,0,4
620,Exeliq Consulting,Kandivali,Data Scientist,0,1,0,0,AWS,0.004,22,0,4
621,AIBridge ML,Hyderabad,Data Scientist,1,0,0,1,AWS,0.05,30,0,4
623,AWS ProServe IN - Karnataka,Bengaluru,Data Scientist,1,1,0,0,AWS,0.0005,20,0,4
624,Aruba Networks,Bengaluru,Software Engineer,1,1,0,1,Both or Didnt Specift,3,7000,0,4
628,GO-JEK,Bengaluru,Data Scientist,1,1,0,0,AWS,0.086,563,0,4
629,mediaagility,Remote in Gurgaon,ML Engineer,1,1,0,0,Azure,0.0005,20,0,4
630,ZunRoof Tech,Gurgaon,Data Scientist,1,0,0,0,AWS,0.007,40,0,4
631,ERM Group,India,Data Scientist,1,0,0,0,AWS,1,5500,0,4
634,KPIT Technologies GmbH,Pune,Data Scientist,0,1,0,0,AWS,0.291,7125,0,4
636,GO-JEK,Bengaluru,Data Scientist,0,1,0,0,AWS,0.086,563,0,4
637,iSOCRATES,Mysore,Data Scientist,1,1,0,1,AWS,0.013,52,0,4
638,ADCI HYD 13 SEZ,Hyderabad,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
640,Techlive,Noida,Data Scientist,0,1,0,0,AWS,0.007,37,0,4
641,HR Inc Consultants,India,Data Scientist,0,0,1,1,AWS,0.0005,20,0,4
642,GO-JEK,Bengaluru,Data Scientist,0,0,0,0,AWS,0.086,563,0,4
644,Atlas Copco (India) Ltd.,Pune,Analytics,1,1,0,0,AWS,0.0005,20,1,4
645,Lingaro Group,Remote in India,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
646,Monotype,Noida,Data Scientist,0,0,0,1,AWS,0.126,600,0,4
647,Knight FinTech,India,ML Engineer,1,0,1,0,Azure,0.017,80,0,4
648,UBS,India,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
649,Prompt Softech,Ahmedabad,Data Scientist,0,1,0,1,AWS,0.024,126,0,4
651,ZS,Gurgaon,Consultant,0,0,0,1,AWS,2,10000,0,4
652,GO-JEK,Bengaluru,ML Engineer,0,1,0,1,Azure,0.086,563,0,4
653,ZS,Pune,Analytics,1,0,0,1,Both or Didnt Specift,2,10000,1,4
654,Sony India Software Centre Pvt Ltd,Bengaluru,ML Engineer,0,0,0,1,Azure,0.0005,20,0,4
655,FactSet Research Systems,Hyderabad,Data Scientist,1,1,0,0,AWS,1.49,10892,0,4
656,PREZENTIUM,India,ML Engineer,0,0,0,0,Azure,0.0005,20,0,4
658,EDGE Networks,Remote in Bengaluru,Data Scientist,1,0,0,0,AWS,0.0158,109,0,4
659,Augusta Infotech,Mumbai,NLP,1,0,0,0,Azure,0.005,25,0,4
660,OptiSol,Chennai,ML Engineer,0,1,0,1,Azure,0.026,185,0,4
661,Tavant Technologies,Bengaluru,Data Scientist,0,0,0,0,AWS,0.223,2500,0,4
664,ADCI - Karnataka,Bengaluru,newSenior Applied Scientist,0,0,1,1,AWS,0.0005,20,0,4
665,ITH Technologies,Kanpur,ML Engineer,0,0,0,0,Azure,0.0005,200,0,4
666,Bain & Company,Bengaluru,Data Scientist,1,0,0,1,AWS,0.0005,20,0,4
669,Affinity Express,Pune,Analytics,1,1,0,0,AWS,0.012,20,1,4
670,Icertis,India,Data Scientist,1,0,0,0,AWS,0.165,1700,0,4
672,Khoros,Bengaluru,newLead Data Analyst,1,0,0,1,Both or Didnt Specift,0.2,1000,0,4
673,Nissan,Thiruvananthapuram,Data Scientist,0,0,0,1,AWS,0.0005,20,0,4
674,Zebra Technologies,Bengaluru,Data Scientist,1,0,0,1,AWS,4.448,8800,0,4
675,Ericsson,Bengaluru,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
676,Fractal.ai,Bengaluru,Analytics,1,1,1,0,AWS,0.1,2500,1,4
678,CRED,Bengaluru,collections strategy and analytics,1,0,0,1,AWS,0.000069,839,0,4
679,Oportun Inc,Remote in Chennai,Analytics,0,1,0,1,Azure,0.583,"1,474",1,4
680,Myntra.com,Bengaluru,Data Scientist,0,0,0,0,AWS,17.19,1614,0,4
682,Applogic,Hyderabad,Data Scientist,0,0,0,0,AWS,0.005,25,0,4
683,Mercedes-Benz Research and Development India...,Bengaluru,ML Engineer,0,1,0,0,Azure,0.739,3500,0,4
685,Tookitaki,Bengaluru,Data Scientist,1,0,0,0,AWS,0.013,65,0,4
686,Supro info Solution,Remote in India,Computer Vision,1,0,0,1,Both or Didnt Specift,0.005,25,0,4
687,Harman International,Bengaluru,Analytics,1,1,0,0,AWS,0.0005,20,1,4
690,SMEcorner,Mumbai,NLP,0,0,0,0,Both or Didnt Specift,0.03,300,0,4
693,CDM Smith,Bengaluru,Data Scientist,1,1,1,0,AWS,0.952,5000,0,4
694,Tredence,Chennai,Data Scientist,0,0,1,0,AWS,0.0302,1050,0,4
697,xtLytics,Noida,Data Scientist,1,0,1,1,AWS,0.007,39,0,4
698,CareerXperts,Remote in India,Data Scientist,1,0,0,1,AWS,0.0035,23,0,4
700,Lingaro Group,Remote in India,Data Engineer,1,0,0,0,Both or Didnt Specift,0.0005,20,1,4
704,Zippin,Remote in Hyderabad,Software Engineer,0,1,0,1,Both or Didnt Specift,0.0052,77,0,4
705,NOVIQUE HEALTH,Mumbai,Data Scientist,1,0,0,0,AWS,0.005,25,0,4
708,AWS ProServe IN - Karnataka,Bengaluru,Data Scientist,0,1,0,0,AWS,0.0005,20,0,4
709,NeenOpal,Bengaluru,Analytics,0,0,0,1,Azure,0.00161,30,1,4
710,WSD Consultant,Gurgaon,Data Scientist,1,0,0,0,AWS,0.005,25,0,4
713,Axslogic,Gurgaon,Data Scientist,1,1,0,0,AWS,0.005,26,0,4
717,Perfios,Bengaluru,Applied Scientist,0,0,0,1,Azure,0.0369,436,0,4
718,TheMathCompany,Bengaluru,Data Scientist,0,0,0,0,AWS,0.0206,867,0,4
719,Alpha ICT LLP,Pune,DATA SCIENTIST,1,1,0,1,Both or Didnt Specift,0.005,25,0,4
721,Happymonk Technology,Bengaluru,AI Engineer,1,0,0,1,AWS,0.0005,20,0,4
722,Impiger Technologies,Chennai,Data Scientist,0,0,1,0,AWS,0.0005,20,0,4
724,TIGI HR SOLUTION,Remote in Mumbai,Data Scientist,1,0,1,0,AWS,0.005,30,0,4
725,Deutsche Bank,Pune,Data Scientist,1,0,0,0,AWS,113.49,294,0,4
726,Icertis,Remote in Pune,Data Scientist,1,0,0,1,AWS,0.165,1700,0,4
727,Ignitarium Technology Solutions,India,Computer Vision,0,1,0,0,Both or Didnt Specift,0.0536,289,0,4
729,Ignitarium Technology Solutions,India,Deep Learning Engineer- Audio,1,1,0,0,AWS,0.0536,289,0,4
730,UBS,Pune,Data Scientist,1,1,0,1,AWS,0.0005,20,0,4
732,AstraZeneca,Bengaluru,Consultant,1,0,0,1,Azure,0.0005,20,0,4
733,Codelogicx Technologies Private Limited,West Bengal,ML Engineer,0,0,0,0,Azure,0.0005,20,0,4
734,Dun & Bradstreet,Hyderabad,Data Operations Analyst (R-10567),1,1,1,1,Azure,0.0005,20,0,4
735,ZS,Gurgaon,Data Scientist,1,1,0,1,AWS,2,10000,0,4
736,TeamPlus Staffing Solution Pvt Ltd,Remote,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
740,Helius Technologies,India,Data Scientist,1,0,0,0,AWS,0.26,183,0,4
742,Lingaro Group,Remote in India,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
743,Cargill,Gurgaon,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
745,D Cube Analytics,Bengaluru,Data Scientist,0,1,0,0,AWS,0.034,188,0,4
746,Deal4loans,Noida,Data Scientist,0,0,0,1,AWS,0.0005,20,0,4
750,ValueLabs,Hyderabad,Data Scientist,1,0,0,0,AWS,0.9189,5222,0,4
751,BigTapp,Chennai,Data Scientist,1,0,0,1,AWS,0.005,40,0,4
752,Prevalent AI,Kochi,Data Scientist,1,1,0,1,AWS,0.05,600,0,4
755,NSEIT,Powai,Data Scientist,1,1,0,0,AWS,0.5,531,0,4
756,Innefu Labs Pvt. Ltd.,Delhi,DATA SCIENTIST,1,0,1,0,AWS,0.003,23,0,4
757,Schneider Electric,Bengaluru,Data Scientist,1,1,0,1,AWS,0.0005,20,0,4
761,[24]7.ai,Bengaluru,Data Scientist,1,1,0,0,AWS,0.0005,20,0,4
762,NielsenIQ,Vadodara,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
763,NOVIQUE HEALTH,Mumbai,Data Scientist,0,0,0,1,AWS,0.005,25,0,4
764,GlobalLogic,Remote in Noida,Data Scientist,0,1,0,0,AWS,0.850,2500,0,4
765,GO-JEK,Bengaluru,Software Engineer,1,1,0,1,Both or Didnt Specift,0.086,563,0,4
769,Infosenseglobal,Pune,Data Scientist,0,0,0,0,AWS,0.0005,250,0,4
770,FinAcPlus,Hyderabad,Data Scientist,1,0,0,1,AWS,0.0175,139,0,4
771,dunnhumby,Gurgaon,Data Scientist,0,0,0,0,AWS,0.444,3124,0,4
773,RGF Professional Recruitment,Mumbai,Data Scientist,0,1,0,0,AWS,0.02,150,0,4
774,Radware Bot Manager,Bengaluru,Data Scientist,1,1,0,1,AWS,0.216,1000,0,4
778,iSOCRATES,Mysore,Data Scientist,0,0,0,0,AWS,0.013,52,0,4
780,IDfy,Mumbai,ML Engineer,0,0,0,0,Azure,0.083,297,0,4
782,Adobe,Noida,Data Engineer,1,0,1,0,Azure,12.86,11847,1,4
783,Turbolab Technologies,Kochi,Data Scientist,0,1,0,0,AWS,0.0078,51,0,4
784,Sequretek,Mumbai,Data Scientist,1,1,0,1,AWS,0.034,400,0,4
786,HighRadius,Hyderabad,Data Scientist,0,0,0,0,AWS,0.25,1949,0,4
787,Ruby Seven Studios,Kochi,Data Scientist,0,0,0,1,AWS,0.023,105,0,4
788,NSEIT,Powai,Data Scientist,1,0,0,0,AWS,0.5,531,0,4
791,KlearNow,Gurgaon,ML Engineer,0,0,0,0,Azure,0.0112,10,0,4
792,GO-JEK,Bengaluru,Data Scientist,0,0,0,0,AWS,0.086,563,0,4
793,Tredence,Gurgaon,ML Engineer,0,0,1,0,Azure,0.0302,1050,0,4
795,Talentica Software India,Pune,Data Scientist,0,0,0,0,AWS,0.35,519,0,4
796,AstraZeneca,Chennai,Analytics,0,0,0,0,Azure,0.0005,20,1,4
798,ASSPL - Karnataka,Bengaluru,newApplied Scientist II,1,0,0,0,AWS,0.0005,20,0,4
799,IQLECT,Bengaluru,Data Scientist,1,1,0,1,AWS,0.0005,19,0,4
802,CDM Smith,Bengaluru,Data Scientist,1,0,0,0,AWS,0.952,5000,0,4
803,Oi,Remote in Rajasthan,Data Scientist,0,0,0,0,AWS,61,2500,0,4
804,Assassin's Creed,India,Data Scientist,0,0,0,0,AWS,1,20,0,4
806,Vymo,Bengaluru,Member Technical Staff(Data science),1,1,0,1,Azure,0.0291,316,0,4
807,Lingaro Group,India,ML Engineer,1,0,0,1,Azure,0.0005,20,0,4
811,Talent Leads HR Solutions,Gurgaon,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
812,OakNorth Bank,Bengaluru,Data Scientist,1,0,0,0,AWS,0.0772,229,0,4
813,The Smart Cube,India,Data Scientist,0,0,0,0,AWS,0.02,813,0,4
814,CRED,Bengaluru,collections strategy and analytics,0,0,0,0,AWS,0.000069,839,0,4
815,Buckman,Chennai,Data Scientist,0,0,0,0,AWS,0.816,20,0,4
816,Near,Bengaluru,Data Scientist,1,1,0,0,AWS,0.0226,260,0,4
817,TeamPlus Staffing Solution Pvt Ltd,+1 locationRemote,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
818,Tekion,Bengaluru,ML Engineer,0,1,0,1,Azure,0.576,1304,0,4
819,Inspirion Digital Solutions,Bengaluru,NLP,0,0,0,0,Both or Didnt Specift,0.0005,20,0,4
820,Navit Software Solutions,Hyderabad,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
822,WSD Consultant,Gurgaon,Data Scientist,0,0,0,0,AWS,0.005,25,0,4
824,HighRadius,Bhubaneshwar,Data Scientist,0,0,1,1,AWS,0.25,1949,0,4
825,Payoda,Coimbatore,Data Scientist,0,1,1,0,AWS,0.315,628,0,4
826,Tekolutions.ai,India,ML Engineer,0,0,0,0,Azure,0.0005,20,0,4
827,Protocolzone,Ahmedabad,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
832,Affine,Hyderabad,Data Scientist,0,1,0,1,AWS,0.0005,20,0,4
834,Ericsson,Bengaluru,Data Scientist,1,1,0,0,AWS,0.0005,20,0,4
835,OakNorth Bank,Bengaluru,Data Scientist,0,1,0,0,AWS,0.0772,229,0,4
838,Infognana IG Solution,India,NLP,0,0,1,0,Both or Didnt Specift,0.63,326,0,4
840,Alliance Recruitment Agency,Noida,Data Scientist,1,0,0,0,AWS,0.0005,20,0,4
841,PNR Software Solutions,Kolkata,Data Scientist,0,0,0,1,AWS,0.023,124,0,4
843,"Mojocare, Alpha Digital Health",Bengaluru,ML Engineer,1,0,0,1,Azure,0.0005,20,0,4
845,Ignitarium Technology Solutions,India,Deep Learning Engineer- Audio,1,0,0,0,AWS,0.0536,289,0,4
848,Navit Software Solutions,Hyderabad,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
849,Juniper Networks,Bengaluru,Data Scientist,0,1,0,1,AWS,5,9000,0,4
850,TeamPlus Staffing Solution Pvt Ltd,Remote,Data Scientist,1,0,0,1,AWS,0.0005,20,0,4
851,AutomationEdge,India,NLP,1,0,0,0,Azure,0.0313,223,0,4
852,Indicia Worldwide,Mumbai,Data Scientist,0,1,0,0,AWS,0.0005,1000,0,4
854,Infosenseglobal,Pune,Data Scientist,1,0,0,0,AWS,0.0005,250,0,4
856,BluePi Consulting Pvt Ltd.,Gurgaon,ML Engineer,0,1,0,1,Azure,0.016,70,0,4
858,Indicia Worldwide,Mumbai,Data Scientist,1,1,0,0,AWS,0.0005,1000,0,4
860,Sony India Software Centre Pvt Ltd,Bengaluru,ML Engineer,0,0,0,1,Azure,0.0005,20,0,4
861,Imurgence,Jamshedpur,Data Scientist,1,0,0,1,AWS,0.0005,20,0,4
862,GO-JEK,Remote in Bengaluru,Data Scientist,1,0,0,1,AWS,0.086,563,0,4
865,Autodesk,Bengaluru,Data Scientist,0,0,0,0,AWS,3.79,11500,0,4
866,Credit Suisse,Pune,newENO - Accounts Payable - Finance Operations Reporting and An...,1,0,0,1,Both or Didnt Specift,0.0005,20,0,4
867,Supro info Solution,Remote in India,Computer Vision,1,0,0,0,Azure,0.005,25,0,4
868,Fractal.ai,Mumbai,Data Scientist,0,0,0,0,AWS,0.1,2500,0,4
869,Aspire HR Solutions,Thiruvananthapuram,Data Scientist,0,0,0,0,AWS,0.015,90,0,4
871,Amrita University,Coimbatore,Analytics,0,1,0,0,Both or Didnt Specift,0.196,21,1,4
874,GO-JEK,Bengaluru,Data Scientist,0,1,1,0,AWS,0.086,563,0,4
875,Ignitarium Technology Solutions,India,Senior Engineer- Deep Learning (DL Audio),0,0,0,0,AWS,0.0536,289,0,4
876,Business Brio,Kolkata,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
877,Anlage Infotech,Bengaluru,Data Scientist,1,0,0,1,AWS,0.02,109,0,4
879,Joveo,Hyderabad,Data Scientist,0,0,1,0,AWS,0.020,100,0,4
880,Oportun Inc,Remote in Chennai,Data Scientist,1,1,0,0,AWS,0.583,"1,474",0,4
881,Commvault,Bengaluru,Data Scientist,0,1,0,0,AWS,0.7235,2671,0,4
882,Emerging India Group,Noida,Assistant Manager/Deputy Manager/Manager - Sales - Data Anal...,0,0,0,1,Azure,0.0005,20,0,4
883,ARi,India,AI - ML Developer,1,1,1,1,Azure,0.908,2298,0,4
884,Appriffy-Digital IT Hub,Bengaluru,ML Engineer,0,0,0,1,Azure,0.005,50,0,4
885,GO-JEK,Bengaluru,Software Engineer,1,0,0,0,Azure,0.086,563,0,4
887,Deal4loans,Noida,R Programmer,1,1,0,0,AWS,0.0005,20,0,4
891,Acuity Knowledge Partners,Bengaluru,Data Scientist,0,1,0,1,AWS,0.0005,20,0,4
892,VN SoftSol,Noida,Machine learning Engineers,0,0,0,0,Azure,0.0005,20,0,4
893,Grid Logic Software Private Limited,Hyderabad,ML Engineer,0,1,0,0,Azure,0.0045,25,0,4
898,ADCI - Karnataka,Bengaluru,Analytics,1,0,0,0,Azure,0.0005,20,1,4
900,Foghorn Systems,Pune,Data Scientist,1,0,1,1,AWS,0.0133,83,0,4
901,ADCI - Karnataka,Bengaluru,"Applied Scientist I, Gift Cards",1,0,0,0,AWS,0.0005,20,0,4
903,Blue Yonder,Bengaluru,Data Scientist,1,1,0,0,AWS,0.0005,20,0,4
904,e-con Systems,Chennai,ML Engineer,1,1,1,1,Azure,0.025,297,0,4
905,QuEST Global Engineering,Bengaluru,NLP,0,0,0,0,AWS,0.05,11250,0,4
909,GO-JEK,Bengaluru,Data Scientist,1,0,0,1,AWS,0.086,563,0,4
910,Wells Fargo,Bengaluru,Analytics,1,0,0,1,AWS,0.0005,20,1,4
911,ZS,Pune,Data Scientist,1,1,0,1,AWS,2,10000,0,4
912,UiPath,Bengaluru,ML Engineer,1,0,0,0,Azure,0.209,3000,0,4
915,dunnhumby,Gurgaon,Data Scientist,0,1,0,0,AWS,0.444,3124,0,4
917,Foghorn Systems,Pune,Data Scientist,0,1,0,0,AWS,0.0133,83,0,4
918,GridEdge Technologies,Pune,Data Scientist,0,0,0,0,AWS,0.0005,20,0,4
921,OakNorth Bank,Bengaluru,Data Scientist,0,0,0,1,AWS,0.0772,229,0,4
922,Mind Works Global,Remote,Data Scientist,1,0,0,0,AWS,0.017,85,0,4
924,RGF Professional Recruitment,Mumbai,Data Scientist,0,1,0,1,AWS,0.02,150,0,4
925,Squalas,Hyderabad,ML Engineer,1,1,1,0,Azure,0.00005,10,0,4
926,StatusNeo Technology Consulting,Gurgaon,Big Data Analyst,0,0,0,1,AWS,0.0005,20,0,4
927,scaleorg,Bengaluru,Data Scientist,0,0,0,0,AWS,0.005,25,0,4
928,Michael Page,Gurgaon,Data Scientist,0,0,0,0,AWS,2,6750,0,4
929,ViaSat,Chennai,Software Engineer,1,0,0,0,Both or Didnt Specift,2.30000000000003,5800,0,4
930,Aera Technology,Pune,Data Scientist,0,0,0,0,AWS,0.0655,465,0,4
931,Pype,Bengaluru,ML Engineer,0,1,0,0,Azure,0.0138,95,0,4
933,itForte,Gurgaon,Data Scientist,1,1,0,1,AWS,0.005,25,0,4
937,Germane Analytics Pvt Ltd,Bengaluru,Data Scientist,1,1,0,0,AWS,0.005,25,0,4
938,XoriantːIN,Pune,Data Scientist,1,0,0,1,AWS,,20,0,4
939,DTCC,Chennai,Analytics,1,0,0,1,AWS,1.7844,4300,1,4
940,Talent Corner HR Services Pvt. Ltd.,Bengaluru,ML Engineer,0,0,0,0,Azure,0.014,77,0,4
943,"Sigmoid, Bengaluru",Bengaluru,Data Scientist,0,0,0,0,AWS,0.049,425,0,4
945,Pathfinder Business Analysis,Tamil Nadu,Data Controller – Taxroll Processing,1,0,1,1,Azure,0.062,321,0,4
947,Camsdata,Mumbai,ML Engineer,0,0,1,0,Azure,0.005,200,0,4
948,Acesoft Labs,Bengaluru,Analytics,1,0,0,1,AWS,0.0005,20,1,4
949,HighRadius,Hyderabad,Data Scientist,1,0,0,1,AWS,0.25,1949,0,4
950,Logitech,Chennai,Data Scientist,0,1,0,0,AWS,5.252,9000,0,4
952,MNF – MyNextFilm,New Delhi,Data Scientist,1,1,1,0,AWS,,20,0,4
953,FactSet Research Systems,Hyderabad,ML Engineer,0,0,0,0,Azure,1.49,10892,0,4
954,Innefu Labs Pvt. Ltd.,Delhi,Data Scientist,1,1,0,1,AWS,0.003,23,0,4
955,M&G plc,Mumbai,Analytics,0,1,0,1,AWS,0.518,6000,1,4
957,Wissen Technology,Bengaluru,ML Engineer,0,1,0,1,Azure,0.0605,746,0,4
